path	family	status	lines	description
exploration/e_bespoke_01_misspelling_mods.py	Exploratory analysis, bespoke methods, chart series	unknown	667	E-BESPOKE-01: Test ciphertext modifications derived from Kryptos misspellings.
exploration/e_bespoke_02_abscissa_linear.py	Exploratory analysis, bespoke methods, chart series	unknown	648	(no description)
exploration/e_bespoke_03_shift_values.py	Exploratory analysis, bespoke methods, chart series	unknown	890	E-BESPOKE-03: Test misspelling-derived NUMERIC SHIFT VALUES as key material.
exploration/e_bespoke_04_t20_retest.py	Exploratory analysis, bespoke methods, chart series	unknown	1139	E-BESPOKE-04: Systematic T=20 retest (1-indexed alphabet: A=1, B=2, ... T=20).
exploration/e_bespoke_05_98chars.py	Exploratory analysis, bespoke methods, chart series	unknown	1018	E-BESPOKE-05: 98-character hypothesis — insert one char to make K4 grid-friendly.
exploration/e_bespoke_06_doubles_cc.py	Exploratory analysis, bespoke methods, chart series	unknown	1068	E-BESPOKE-06: Doubled-letter digraph analysis and CC insertion hypothesis.
exploration/e_bespoke_07_1indexed_params.py	Exploratory analysis, bespoke methods, chart series	unknown	1274	E-BESPOKE-07: Systematic 1-indexed parameter variants for YAR, RQ, EQUAL, DYAR.
exploration/e_bespoke_08_t_alphabet.py	Exploratory analysis, bespoke methods, chart series	unknown	1144	E-BESPOKE-08: T-first alphabet hypothesis — "T IS YOUR POSITION" = T=position 1.
exploration/e_bespoke_09_99chars_cc.py	Exploratory analysis, bespoke methods, chart series	unknown	769	E-BESPOKE-09: 99-character CC insertion hypothesis.
exploration/e_bespoke_10_rotation_grid.py	Exploratory analysis, bespoke methods, chart series	unknown	629	E-BESPOKE-10: K3-style physical rotation grid attack on K4.
tableau/e_bespoke_11_tableau_extraction.py	Tableau, KA alphabet, and keyword analysis	unknown	975	E-BESPOKE-11: Tableau-as-key-source via structured extraction.
exploration/e_bespoke_12_dryad_lookup.py	Exploratory analysis, bespoke methods, chart series	unknown	666	E-BESPOKE-12: 2D DRYAD lookup from K1/K2/K3 plaintext and ciphertext.
_uncategorized/e_card_cipher_h5_deep.py	Uncategorized — needs manual review	unknown	273	Deep dive into H5 (face-card markers) and H6 grid-9 result.
_uncategorized/e_card_cipher_tests.py	Uncategorized — needs manual review	unknown	1033	Card-based cipher hypothesis tests against K4.
cfm/e_cfm_00_drusilla_hypothesis.py	Cipher family modeling and constraint-based elimination	unknown	284	E-CFM-00: DRUSILLA Hypothesis — Webster family name as key material.
running_key/e_cfm_01_running_key_foreign.py	Running key and book cipher attacks	unknown	405	E-CFM-01: Foreign-language running key analysis.
running_key/e_cfm_02_mono_running_constrain.py	Running key and book cipher attacks	unknown	276	E-CFM-02: Mono + transposition + running key — DOF reduction.
cfm/e_cfm_03_null_extraction.py	Cipher family modeling and constraint-based elimination	unknown	218	E-CFM-03: Null cipher / steganographic extraction patterns.
substitution/e_cfm_04_homophonic_partition.py	Monoalphabetic, affine, Hill, bifid, trifid	unknown	194	E-CFM-04: Homophonic substitution partition analysis.
cfm/e_cfm_05_nomenclator_model.py	Cipher family modeling and constraint-based elimination	unknown	343	E-CFM-05: Nomenclator / code+cipher hybrid structural analysis.
cfm/e_cfm_06_east_constraint.py	Cipher family modeling and constraint-based elimination	unknown	408	E-CFM-06: EAST repetition constraint mining for running key identification.
k3_continuity/e_cfm_07_k3_rotational.py	K1-K3 method applied to K4, cross-section analysis	unknown	442	E-CFM-07: K3-style rotational transposition applied to K4.
cfm/e_cfm_08_trans_key_scoring.py	Cipher family modeling and constraint-based elimination	unknown	577	E-CFM-08: Transposition-guided running key fragment scoring.
cfm/e_cfm_09_gutenberg_east_scan.py	Cipher family modeling and constraint-based elimination	unknown	528	E-CFM-09: Gutenberg-scale EAST constraint scan.
cfm/e_cfm_10_medusa_rule.py	Cipher family modeling and constraint-based elimination	unknown	353	E-CFM-10: MEDUSA Rule — Cyrillic Projector key derivation applied to Kryptos.
cfm/e_cfm_11_anomaly_key_derivation.py	Cipher family modeling and constraint-based elimination	unknown	612	E-CFM-11: Systematic Anomaly-as-Key-Material.
running_key/e_chart_01_running_key.py	Running key and book cipher attacks	unknown	633	E-CHART-01: K1+K2+K3 plaintext as running key through KA tableau for K4.
polyalphabetic/e_chart_02_autokey.py	Vigenère, Beaufort, autokey, and polyalphabetic	unknown	628	E-CHART-02: Autokey Cipher Variants Through KA Tableau
tableau/e_chart_03_misspelling_tableau.py	Tableau, KA alphabet, and keyword analysis	unknown	853	E-CHART-03: Misspelling-Modified Tableau Variants for K4
tableau/e_chart_03b_reduced_misspelling.py	Tableau, KA alphabet, and keyword analysis	unknown	723	E-CHART-03b: Reduced Misspelling Set (4-pair) Tableau Variants for K4
exploration/e_chart_04_morse_pattern.py	Exploratory analysis, bespoke methods, chart series	unknown	945	E-CHART-04: K0 Morse E-group pattern as tableau row selector / key generator.
exploration/e_chart_05_antipodes_misspelling.py	Exploratory analysis, bespoke methods, chart series	unknown	775	E-CHART-05: Antipodes-Corrected Misspelling Tableau Modifications
exploration/e_chart_06_herbert.py	Exploratory analysis, bespoke methods, chart series	unknown	332	E-CHART-06: Test HERBERT and Carter-related primers.
exploration/e_chart_07_width9_cc.py	Exploratory analysis, bespoke methods, chart series	unknown	480	E-CHART-07: Width-9 grid with inserted characters (CC hypothesis).
statistical/e_chart_08_noise_analysis.py	Statistical analysis, frequency, IC, entropy	unknown	355	E-CHART-08: False positive rate analysis for w9 + 2-char insertion scores.
exploration/e_chart_09_boundary_sweep.py	Exploratory analysis, bespoke methods, chart series	unknown	567	E-CHART-09: Exhaustive boundary sweep — 2-letter insertions near BERLINCLOCK.
exploration/e_chart_10_w9_sub.py	Exploratory analysis, bespoke methods, chart series	unknown	674	E-CHART-10: W9 orderings + keyword substitution (deep dive).
exploration/e_chart_11_rotation.py	Exploratory analysis, bespoke methods, chart series	unknown	783	E-CHART-11: K3-style rotation-based transposition at various grid widths.
transposition/columnar/e_col_pure_exhaustive.py	Columnar transposition attacks	unknown	248	E-COL-PURE: Pure columnar transposition decryption, ALL widths 2-20.
transposition/columnar/e_columnar_gap_closure.py	Columnar transposition attacks	unknown	442	(no description)
exploration/e_compose_01_novel_pipelines.py	Exploratory analysis, bespoke methods, chart series	unknown	1011	(no description)
exploration/e_compose_02_extended.py	Exploratory analysis, bespoke methods, chart series	unknown	596	E-COMPOSE-02: Extended novel pipeline compositions — diagnostics + autokey.
exploration/e_compose_03_partitioned.py	Exploratory analysis, bespoke methods, chart series	unknown	452	E-COMPOSE-03: Partitioned encryption — two systems on two message parts.
_uncategorized/e_desp_01_missing_char_grid.py	Uncategorized — needs manual review	unknown	353	E-DESP-01: Missing character + 7×14 transposition grid.
_uncategorized/e_disproof_01_caesar_all_shifts.py	Uncategorized — needs manual review	unknown	156	E-DISPROOF-01: Caesar Cipher (ROT-1 through ROT-25) Disproof for K4.
_uncategorized/e_disproof_01_caesar_shifts.py	Uncategorized — needs manual review	unknown	235	E-DISPROOF-01: Caesar Cipher Exhaustive Disproof
_uncategorized/e_egypt_00_corpus_pipeline.py	Uncategorized — needs manual review	unknown	741	E-EGYPT-00: Transliteration-aware Egyptological corpus pipeline.
transposition/columnar/e_egypt_01_columnar_sweep.py	Columnar transposition attacks	unknown	471	E-EGYPT-01: Egypt Corpus x Columnar Transposition Sweep
_uncategorized/e_endyahr_mapping.py	Uncategorized — needs manual review	unknown	1302	E-ENDYAHR-MAPPING: Investigate the ENDYAHR <-> KRYPTOS column relationship.
exploration/e_explorer_01_sanborn_manuscript.py	Exploratory analysis, bespoke methods, chart series	unknown	720	E-EXPLORER-01: Sanborn manuscript + grid rotation + dual mono hypotheses.
exploration/e_explorer_02_rotation_rk_expanded.py	Exploratory analysis, bespoke methods, chart series	unknown	518	E-EXPLORER-02: Expanded grid rotation + running key search.
exploration/e_explorer_03_w_separator.py	Exploratory analysis, bespoke methods, chart series	unknown	368	E-EXPLORER-03: W-Separator Dual-Group Hypothesis (Monte Carlo Validation).
exploration/e_explorer_04_nonstandard_structures.py	Exploratory analysis, bespoke methods, chart series	unknown	814	E-EXPLORER-04: Non-standard cipher structures.
exploration/e_explorer_05_interleave_followup.py	Exploratory analysis, bespoke methods, chart series	unknown	471	E-EXPLORER-05: Follow-up on H3 dual-system interleave 24/24 results.
thematic/sculpture_physical/e_explorer_06_physical_procedural.py	Physical sculpture, installation, and coordinate keys	unknown	737	(no description)
exploration/e_explorer_07_k5_constraints.py	Exploratory analysis, bespoke methods, chart series	unknown	619	E-EXPLORER-07: K5-derived positional constraints on K4.
polyalphabetic/e_extend_xor_autokey_00.py	Vigenère, Beaufort, autokey, and polyalphabetic	unknown	598	e_extend_xor_autokey_00.py — Focused bidirectional extension from BERLINCLOCK crib.
fractionation/e_frac_01_w9_structural.py	Fractionation & bean-period analysis	unknown	564	E-FRAC-01: Width-9 Grid Structural Analysis.
fractionation/e_frac_02b_colprog_baseline.py	Fractionation & bean-period analysis	unknown	94	E-FRAC-02b: Monte Carlo baseline for column-progressive model.
fractionation/e_frac_05_mixed_alphabets.py	Fractionation & bean-period analysis	unknown	428	E-FRAC-05: Width-9 Columnar + Column-Dependent Mixed Alphabets.
fractionation/e_frac_06_w11w13_structural.py	Fractionation & bean-period analysis	unknown	418	E-FRAC-06: Width-11 and Width-13 Structural Analysis + Periodic Sweep.
fractionation/e_frac_07_bimodal_w9.py	Fractionation & bean-period analysis	unknown	316	E-FRAC-07: Width-9 Bimodal Fingerprint Analysis.
fractionation/e_frac_08_bimodal_multiwidth.py	Fractionation & bean-period analysis	unknown	177	E-FRAC-08: Bimodal Fingerprint Compatibility Across All Widths.
fractionation/e_frac_09_bimodal_structure.py	Fractionation & bean-period analysis	unknown	639	E-FRAC-09: Structural Characterization of Bimodal-Compatible Permutations.
fractionation/e_frac_10_strip_bimodal.py	Fractionation & bean-period analysis	unknown	426	E-FRAC-10: Strip Manipulation + Periodic Substitution Scoring.
fractionation/e_frac_11_bimodal_validity.py	Fractionation & bean-period analysis	unknown	425	E-FRAC-11: Testing the Validity of the Bimodal Fingerprint.
fractionation/e_frac_12_w9_strict_reeval.py	Fractionation & bean-period analysis	unknown	388	E-FRAC-12: Width-9 Re-evaluation with Strict Scoring (No Bimodal Filter).
fractionation/e_frac_13_ic_analysis.py	Fractionation & bean-period analysis	unknown	514	E-FRAC-13: IC Statistical Analysis — Is K4's below-random IC significant?
fractionation/e_frac_14_autocorrelation.py	Fractionation & bean-period analysis	unknown	588	E-FRAC-14: K4 Autocorrelation Deep Dive
fractionation/e_frac_15_linear_key.py	Fractionation & bean-period analysis	unknown	433	E-FRAC-15: Linear/Polynomial Key Model Test
fractionation/e_frac_16_key_distribution.py	Fractionation & bean-period analysis	unknown	352	E-FRAC-16: Key Value Distribution Analysis
fractionation/e_frac_17_beaufort_running_key.py	Fractionation & bean-period analysis	unknown	296	E-FRAC-17: Beaufort Running Key Search Against Reference Texts
fractionation/e_frac_18_crib_sensitivity.py	Fractionation & bean-period analysis	unknown	483	E-FRAC-18: Crib Position Sensitivity Analysis
fractionation/e_frac_19_pre_ene_analysis.py	Fractionation & bean-period analysis	unknown	504	E-FRAC-19: Pre-ENE Segment Deep Analysis (RQ-7)
fractionation/e_frac_20_residue_conflict_map.py	Fractionation & bean-period analysis	unknown	393	E-FRAC-20: Residue Conflict Map — Which Crib Positions Block Full Score?
fractionation/e_frac_21_fractionation_structural_proofs.py	Fractionation & bean-period analysis	unknown	210	E-FRAC-21: Structural Proofs — Complete Fractionation Family Elimination
fractionation/e_frac_22_null_cipher_intervals.py	Fractionation & bean-period analysis	unknown	322	E-FRAC-22: Null Cipher / Interval Reading Analysis
fractionation/e_frac_23_beaufort_key_reconstruction.py	Fractionation & bean-period analysis	unknown	959	E-FRAC-23: Beaufort Key Reconstruction — Structured Non-Periodic Models
fractionation/e_frac_24_running_key_profile.py	Fractionation & bean-period analysis	unknown	566	E-FRAC-24: Running Key Language Profile Analysis
fractionation/e_frac_25_transposition_entropy.py	Fractionation & bean-period analysis	unknown	420	E-FRAC-25: Transposition Effect on Apparent Key Entropy
fractionation/e_frac_26_w9_quadgram.py	Fractionation & bean-period analysis	unknown	601	E-FRAC-26: Exhaustive Width-9 Columnar with Quadgram Scoring.
fractionation/e_frac_27_bean_width_profile.py	Fractionation & bean-period analysis	unknown	526	E-FRAC-27: Bean-Compatible Width Profiling.
fractionation/e_frac_28_w9_bean_key_sa.py	Fractionation & bean-period analysis	unknown	437	E-FRAC-28: SA Key Optimization on Bean-Passing Width-9 Orderings.
fractionation/e_frac_29_w6w8_crib_scoring.py	Fractionation & bean-period analysis	unknown	492	E-FRAC-29: Exhaustive Crib Scoring for Bean-Compatible Widths 6 and 8.
fractionation/e_frac_30_w10_w15_crib_scoring.py	Fractionation & bean-period analysis	unknown	469	E-FRAC-30: Sampled Crib Scoring for Widths 10-15 at Discriminating Periods.
fractionation/e_frac_31_bean_random_perms.py	Fractionation & bean-period analysis	unknown	340	E-FRAC-31: Bean-Filtered Random Permutation Analysis.
fractionation/e_frac_32_simple_transposition_sweep.py	Fractionation & bean-period analysis	unknown	466	E-FRAC-32: Simple Transposition Family Sweep.
